name,type,group,province,city,address,latitude,longitude,beds,practiceNumber,switchhouse,phone,source
Shanty Clinic,clinic,Public,GP,Johannesburg,"1000 Armitage Road, Orlando West",-26.2285,27.9173,,,,,who_mfl
Sharpeville Community Health Centre,clinic,,GP,,9173 Zwane Street,,,,,,,dsfsi_vacc
Sicelo Clinic,clinic,Public,GP,,,-26.5531,27.9861,,,,,who_mfl
Sicelo Community Hall,clinic,,GP,,"R. M. Sobukwe Street, Meyerton",,,,,,,dsfsi_vacc
Silverton Clinic,clinic,,GP,Pretoria,President Street,-25.7335,28.2971,,,,,who_mfl
Silwerkroon Satellite Clinic,clinic,,GP,Ekurhuleni,,-26.2786,28.1164,,,,,who_mfl
Simunye Clinic,clinic,Public,GP,,,-25.7631,29.4229,,,,,who_mfl
Simunye Clinic Brakpan,clinic,,GP,,,-26.3683,28.3565,,,,,who_mfl
Simunye Clinic Westonaria,clinic,,GP,,,-26.3219,27.6823,,,,,who_mfl
Simunye Hall (phase 2),clinic,,GP,,"3409 Kgotlelela Drive, Simunye, Westonaria, 1779",,,,,,,dsfsi_vacc
Sinethemba Clinic,clinic,Public,GP,,,-26.4565,27.7666,,,,,who_mfl
Sinqobile Clinic,clinic,Public,GP,,,-26.219,27.8851,,,,,who_mfl
Siphumlile Clinic,clinic,,GP,,,-26.2221544,27.8327032,,,,,osm
Skhonde clinic,clinic,,GP,Tswane,Sikhonde Street,-25.7104406,28.3474517,,,,,osm
SkinTruth SA | Skincare & Medical Aesthetics Clinic,clinic,,GP,Pretoria,Rodene Road,-25.7679554,28.2843259,,,,,osm
Skinner Street Clinic,clinic,,GP,Pretoria,Doctor Savage Road,-25.73308,28.1994824,,,,+27 12 354 6149,osm
Slovo Park Clinic,clinic,,GP,springs,Durban Drive,-26.2139,28.4892,,,,,who_mfl
Slovoville Clinic,clinic,,GP,,,-26.2152,27.7802,,,,,who_mfl
Sokhulumi Clinic,clinic,Public,GP,,Mobile vaccination site moving around the community,-25.6028,28.8973,,,,,who_mfl
Sol Plaatjies Clinic,clinic,,GP,,,-26.1789,27.8606,,,,,who_mfl
Sonop Clinic,clinic,Public,GP,,,-25.6492,27.6982,,,,,who_mfl
Sonto Thobela Clinic,clinic,,GP,,,-26.3836,28.3953,,,,,who_mfl
Sophiatown Clinic,clinic,,GP,,,-26.1731,27.9803,,,,,who_mfl
Soshaguve Halala Hall,clinic,,GP,,"2077 Block H, Soshanguwe",,,,,,,dsfsi_vacc
Soshanguve 1 Clinic,clinic,Public,GP,,,-25.5264,28.1091,,,,,who_mfl
Soshanguve 2 Clinic,clinic,Public,GP,,,-25.513,28.1142,,,,,who_mfl
Soshanguve Block JJ Clinic,clinic,Public,GP,,972 Rivoningo Street Soshanguve Block Jj,-25.4576,28.0833,,,,,who_mfl
Soshanguve Block TT Clinic,clinic,Public,GP,,,-25.5561,28.0647,,,,,who_mfl
Soshanguve Block X Clinic,clinic,Public,GP,,,-25.4669,28.1318,,,,,who_mfl
South African National Blood Service,clinic,,GP,Pretoria,Jan Shoba Street,-25.7646244,28.2371324,,,,,osm
South Hills Clinic,clinic,Public,GP,Johannesburg,"Cnr Estantia Avenue and Geneva Road, South Hills",-26.2513,28.0879,,,,,who_mfl
Soutpansleegte Clinic,clinic,Public,GP,,,-25.1684,27.9056,,,,,who_mfl
Spartan Clinic,clinic,,GP,,,-26.1086,28.2257,,,,,who_mfl
Standerton Gateway Clinic,clinic,Public,GP,,,-26.9395,29.2454,,,,,who_mfl
Standerton Jerrie v Vuuren Clinic,clinic,Public,GP,,,-26.9503,29.2488,,,,,who_mfl
Stanwest Azalia Clinic,clinic,Public,GP,,,-26.9521,29.2282,,,,,who_mfl
Stanza Bopape II Clinic,clinic,,GP,,,-25.7144,28.4155,,,,,who_mfl
Steve Tshwete Clinic,clinic,Public,GP,,,-26.7239,27.0204,,,,,who_mfl
Strydom Medi Centre,clinic,,GP,"Mulbarton, Johannesburg",True North Road,-26.3015428,28.0539829,,,,+27 11 432 2410,osm
Student Health services,clinic,,GP,Pretoria,"Elandspoort, Roper Street",-25.7533269,28.2313529,,,,,osm
Sunrisepark Clinic,clinic,Public,GP,,Beyers Naude Drive,-25.6744,27.2406,,,,,who_mfl
Sunriseview Clinic,clinic,,GP,,,-26.3915,28.1971,,,,,who_mfl
Suurman Clinic,clinic,Public,GP,,Stand 871 Suurman Hammanskraal,-25.3779,28.2101,,,,,who_mfl
Swartdam Rekopantswe Clinic,clinic,Public,GP,,,-25.2973,28.055,,,,,who_mfl
Tamaho Clinic,clinic,,GP,,,-26.3081,28.145,,,,,who_mfl
Tara Hospital,clinic,,GP,,"386 East bank Avenue, Alexandra",,,,,,,dsfsi_vacc
Tarlton Clinic,clinic,,GP,,,-26.0914,27.665,,,,,who_mfl
Tembisa Main Clinic,clinic,,GP,,,-26.0091,28.2407,,,,,who_mfl
The Local choice Pharmacy Bronberrik,clinic,,GP,Centurion,Theuns van Niekerk Street,-25.8691664,28.1517946,,,,,osm
The White House,clinic,,GP,Centurion,Glover Avenue,-25.8461424,28.1994107,,,,,osm
Thekwane Clinic,clinic,Public,GP,,,-25.669,27.371,,,,,who_mfl
Thembelihle Clinic,clinic,Public,GP,,,-26.3406,27.8664,,,,,who_mfl
Thembelisha Clinic,clinic,,GP,,,-26.3083,28.4067,,,,,who_mfl
Thlokomelong Clinic,clinic,,GP,,,-26.5479,27.8496,,,,,who_mfl
Thoko Mngoma Clinic,clinic,,GP,,,-26.096,28.0985,,,,,who_mfl
Thokoza Sai Medical Clinic,clinic,,GP,Johannesburg,Mjavane Street,-26.3475047,28.1406447,,,,,osm
Thokoza youth center,clinic,,GP,Ekurhuleni,112 Siemert Road,,,,,,,dsfsi_vacc
Thula Mntwana Clinic,clinic,Public,GP,Johannesburg,"Pasteur Road, Wheelers Farm",-26.4326,27.8992,,,,,who_mfl
Thulwe Clinic,clinic,Public,GP,,,-25.2505,28.1997,,,,,who_mfl
Thusanang Clinic,clinic,Public,GP,,,-26.5059,27.4606,,,,,who_mfl
Thusanang Sasolburg Clinic,clinic,Public,GP,,,-26.8449,27.8645,,,,,who_mfl
Thusanang Westonaria Clinic,clinic,,GP,,,-26.4202,27.7049,,,,,who_mfl
Thusanong Parys Clinic,clinic,Public,GP,,,-26.9201,27.4848,,,,,who_mfl
Thusong Community Clinic,clinic,Public,GP,,,-26.14,27.7998,,,,,who_mfl
Thuthukani Clinic,clinic,,GP,,,-25.9991,28.1898,,,,,who_mfl
Tim Ron Health and Welness Centre,clinic,,GP,"Randburg,Johannesburg",Church Street,-26.0310646,27.9758297,,,,+27 11 462 7292,osm
Tladi LA Clinic,clinic,Public,GP,,,-26.2508,27.8402,,,,,who_mfl
Tladistad Clinic,clinic,Public,GP,,,-25.203,28.0413,,,,,who_mfl
Tlamelong Clinic,clinic,Public,GP,,,-25.5141,28.0715,,,,,who_mfl
Tlaseng Clinic,clinic,Public,GP,,,-25.4718,27.35,,,,,who_mfl
Toitskraal Clinic,clinic,Public,GP,,,-25.0536,29.1131,,,,,who_mfl
Tokisong Clinic,clinic,,GP,,,-26.5357,27.8847,,,,,who_mfl
Top City Clinic,clinic,Public,GP,,,-26.7353,27.0359,,,,,who_mfl
Topsy Wellness Clinic,clinic,Public,GP,,,-26.7973,28.5129,,,,,who_mfl
Trichardt Clinic,clinic,Public,GP,,,-26.4848,29.2095,,,,,who_mfl
Troya Clinic,clinic,Public,GP,,Stand No 9 Troya Village Next To Gobolibi,-25.0653,28.8054,,,,,who_mfl
Tsakane Ext 10 Clinic,clinic,Public,GP,Ekurhuleni,"13811 Mashele St, Tsakane, Brakpan",-26.346,28.3939,,,,,who_mfl
Tsatsi SPS Clinic,clinic,Public,GP,,,-26.8444,27.8557,,,,,who_mfl
Tshepiso Clinic,clinic,,GP,,,-26.6741,27.8682,,,,,who_mfl
Tshepisong Clinic,clinic,,GP,,"3242 Galela Street, Phase 4, Tsepisong, Roodepoort",-26.1907,27.8124,,,,,who_mfl
Tshepo Themba Clinic,clinic,Public,GP,,,-26.3496,28.2023,,,,,who_mfl
Tshwane Rehabilitation hospital,clinic,,GP,,Cnr Dr Savage And Soutspanberg Roads Pretoria Central,,,,,,,dsfsi_vacc
Tsietsi Clinic,clinic,,GP,,,-26.3877,28.1625,,,,,who_mfl
Tswelopele Clinic,clinic,,GP,,,-26.3282,28.1922,,,,,who_mfl
Tswelopelo Primary Health Care Clinic,clinic,,GP,Vosloorus,Theko Street,-26.3263804,28.1874202,,,,,osm
Tuine Med,clinic,,GP,"Pretoria,Hermanstad",Van der Hoff Road,-25.7206882,28.1553569,,,,+27 12 377 0025,osm
Tumahole Clinic,clinic,Public,GP,,,-26.9162,27.4677,,,,,who_mfl
Tumelong NGO Clinic,clinic,,GP,,,-25.7503,28.1555,,,,,who_mfl
Tweefontein A Clinic,clinic,Public,GP,Tweefontein-A,"JRMC+4MG, Tweefontein-A, Mpumalanga, Kenya",-25.3672,28.8217,,,,+27 13 954 8007,who_mfl
Tweefontein C Clinic,clinic,Public,GP,,,-25.3492,28.8223,,,,,who_mfl
Tweefontein D Clinic,clinic,Public,GP,,,-25.3494,28.8022,,,,,who_mfl
Tweefontein M Clinic,clinic,Public,GP,,,-25.3771,28.7952,,,,,who_mfl
Ubuntu Clinic,clinic,Public,GP,,,-25.791,28.4313,,,,,who_mfl
University of Pretoria,clinic,,GP,,894 Loerie Street,,,,,,,dsfsi_vacc
Unjani Clinic Tembisa,clinic,,GP,Tembisa,Ruwenzori Street,-26.0140194,28.1815195,,,,,osm
Usizolwethu Clinic,clinic,Public,GP,,,-26.3517,28.7777,,,,,who_mfl
Vaal Bank Medical Centre,clinic,,GP,Vaalbank-A,VaalBank-A Mbibane 0743,-25.1569155,28.8553519,,,,,osm
Vaalpark Clinic,clinic,Public,GP,,,-26.773,27.839,,,,,who_mfl
Valschfontein Clinic,clinic,Public,GP,,2300 Bongimfundo Street Syiabuswa Next To C N Mahlangu Fet College,-25.1363,29.0795,,,,,who_mfl
Van Dyk Park Clinic,clinic,,GP,,,-26.257,28.293,,,,,who_mfl
Van Heerden (Lynriff) Apteek,clinic,,GP,,C/o Lynwood and Jacobson St,,,,,,,dsfsi_vacc
Van Heerden Apteek - Old Farm,clinic,,GP,,Glen Village Centre Shop 8 C / Solomon Mahlangu & Olympus Rd Faerie Glen,,,,,,,dsfsi_vacc
Van Heerden Apteek Glenstantia,clinic,,GP,,"597 Genl. Louis Botha Dr, Constantia Park",,,,,,,dsfsi_vacc
Van Heerden Pharmacy - Herfsblaar,clinic,,GP,,"1244 Webb Road, Huis Herfsblaar, Queenswood",,,,,,,dsfsi_vacc
Van Heerden Pharmacy Lyttelton,clinic,,GP,,H/v Rabie & Glover Street,,,,,,,dsfsi_vacc
Van Heerden Pharmacy Parkview,clinic,,GP,,"Cnr of Netcare Str & Garsfontein Rd, Moreleta Park",,,,,,,dsfsi_vacc
Van Heerden Pharmacy Rosslyn,clinic,,GP,,"105 Clubln, waterkloof Ridge",,,,,,,dsfsi_vacc
Vanderbijlpark Main Clinic,clinic,,GP,,Playfair Boulevard,-26.6994,27.8376,,,,,who_mfl
Venterspos Clinic,clinic,,GP,,,-26.2725,27.6278,,,,,who_mfl
Villa Liza Clinic,clinic,,GP,,,-26.3241,28.2556,,,,,who_mfl
Vischuil Clinic,clinic,,GP,,,-26.2993,28.585,,,,,who_mfl
Vitality Medical Centre,clinic,,GP,,Columbine Avenue,-26.2746792,28.0002196,,,,,osm
Vivian Mangwane Clinic,clinic,Public,GP,,,-26.9115,27.4907,,,,,who_mfl
Vlakfontein Clinic,clinic,,GP,,,-26.3735,27.8789,,,,,who_mfl
Vlaklaagte 1 Clinic,clinic,Public,GP,Thembisile Hani Local Municipality,R573,-25.3335,28.8814,,,,,who_mfl
Vosloorus Ext 14 Clinic,clinic,,GP,,,-26.3591,28.2278,,,,,who_mfl
Vosloorus Ext 28 Clinic,clinic,,GP,,,-26.3775,28.2033,,,,,who_mfl
Vosloorus Ext 9 Clinic,clinic,,GP,,,-26.348,28.2183,,,,,who_mfl
Vosloorus Poly Clinic,clinic,,GP,,,-26.3496,28.1978,,,,,who_mfl
Vosloorus hall,clinic,,GP,Ekurhuleni,30 Ditsego Street Vosloorus X1,,,,,,,dsfsi_vacc
Vriesgewagte Clinic,clinic,Public,GP,,,-25.3584,28.9443,,,,,who_mfl
Wannenburg Clinic,clinic,,GP,,,-26.1769,28.1781,,,,,who_mfl
Watt Street Clinic,clinic,,GP,,,-26.11,28.0861,,,,,who_mfl
Wedela Clinic,clinic,,GP,,,-26.4608,27.3848,,,,,who_mfl
Weilers Farm Clinic,clinic,,GP,,,-26.4126,27.9033,,,,,who_mfl
Weilers Farm Hall at Clinic,clinic,,GP,,15 E Riley Road,,,,,,,dsfsi_vacc
Weltevrede Clinic,clinic,Public,GP,,,-25.0946,29.0017,,,,,who_mfl
Weltevreden Park Clinic,clinic,Public,GP,Johannesburg,"Stand 2944,1047 ,Cnr JG Strijdom and Jim Fouche Streets, Weltevreden Ext 24",-26.1192,27.9323,,,,+27 11 679 3623,who_mfl
Welverdiend Clinic,clinic,Public,GP,,,-26.3783,27.2827,,,,,who_mfl
Wendy wood Sports and Recreational Centre,clinic,,GP,,77 Darwin Street Wendywood,,,,,,,dsfsi_vacc
Wendywood Clinic,clinic,,GP,Wendywood,Darwin Street,-26.0835,28.0841,,,,,who_mfl
Wespark Itumeleng Medical Centre,clinic,,GP,Pretria,Inner Crescent,-25.7546865,28.1264993,,,,,osm
West street medical centre,clinic,,GP,Pretoria,West Street,-25.6766315,28.1663489,,,,,osm
Westbury Clinic,clinic,,GP,,,-26.1844,27.9733,,,,,who_mfl
Westonaria Clinic,clinic,,GP,Westonaria,Cnr Jan Blignaut & Saturnus Street,-26.3302,27.6525,,,,,who_mfl
White City Clinic,clinic,,GP,,,-26.3047,28.3859,,,,,who_mfl
Wildebeesfontein Clinic,clinic,Public,GP,,,-26.5173,27.8849,,,,,who_mfl
Windsor Clinic,clinic,,GP,Windsor East,Earls Avenue,-26.1225,27.9748,,,,,who_mfl
Winnie Mandela Clinic,clinic,,GP,,,-25.9888,28.2265,,,,,who_mfl
Winterveldt Clinic,clinic,Public,GP,,,-25.4037,28.0245,,,,,who_mfl
Witbank Dorps Clinic,clinic,Public,GP,,,-25.8732,29.234,,,,,who_mfl
Witfield Satellite Clinic,clinic,,GP,"Witfield,Boksburg",Main Road,-26.1866,28.206,,,,,who_mfl
Witfontein Clinic,clinic,Public,GP,,,-25.0242,29.036,,,,,who_mfl
Witkoppen Clinic,clinic,Public,GP,Johannesburg,Winnie Mandela Drive,-26.0109,28.0108,,,,,who_mfl
Witlaagte Clinic,clinic,Public,GP,,Near Litho High School,-25.1336,28.646,,,,,who_mfl
Witpoortjie Community Hall,clinic,,GP,,"8 Harry Street, Princess, Roodepoort",,,,,,,dsfsi_vacc
Wolwekraal Clinic,clinic,Public,GP,,Stand 92 Next To Jk Driving School,-25.1595,28.9625,,,,,who_mfl
Wonderkop Clinic,clinic,Public,GP,,,-25.6724,27.5273,,,,,who_mfl
Ya Rona Clinic,clinic,,GP,,,-26.2351,27.6985,,,,,who_mfl
Yeoville Clinic,clinic,,GP,,,-26.1817,28.0633,,,,,who_mfl
Yeoville recreation centre,clinic,,GP,,Corner Kenmere And Hopkins Street Yeoville,,,,,,,dsfsi_vacc
Zakariya Park Satellite Clinic,clinic,,GP,,,-26.3693,27.8967,,,,,who_mfl
Zamile Clinic,clinic,,GP,,,-25.4519,28.0592,,,,,who_mfl
Zandspruit Clinic,clinic,,GP,,,-26.058,27.9037,,,,,who_mfl
Zandspruit Shopping Centre,clinic,,GP,,"CN Beyes and Marina Drive, Zandspruit",,,,,,,dsfsi_vacc
Zenzele Clinic,clinic,Public,GP,,,-26.2611,27.6951,,,,,who_mfl
Zithobeni Clinic,clinic,Public,GP,,"642 Malabe Street, Zithobeni",-25.7838,28.7194,,,,,who_mfl
Zola Gateway Clinic,clinic,Public,GP,,,-26.2483,27.8522,,,,,who_mfl
Zondi Clinic,clinic,,GP,,,-26.2328,27.8662,,,,,who_mfl
Zone 13 Clinic,clinic,,GP,,,-26.5778,27.8359,,,,,who_mfl
Zone 17 Clinic,clinic,Public,GP,,,-26.5957,27.8321,,,,,who_mfl
Zone 3 Clinic,clinic,,GP,,,-26.5287,27.8714,,,,,who_mfl
Zonkizizwe 1 Clinic,clinic,,GP,,,-26.4071,28.187,,,,,who_mfl
Zuurbekom Clinic,clinic,,GP,,,-26.3169,27.7031,,,,,who_mfl
carletonville civic center,clinic,,GP,,5 Beryl street Carletonville,,,,,,,dsfsi_vacc
extension 10 clinic,clinic,,GP,,,-26.3846633,28.3786528,,,,,osm
gp Bophelong CDC (Emfuleni),clinic,,GP,"Bophelong, Vanderbijlpark","632 Matheo Street, Bophelong",-26.6939,27.79729,,,,,dsfsi_cdc
gp Daveyton Main CDC,clinic,,GP,Ekurhuleni,"9307 Empilweni Street, Daveyton",-26.1526,28.41445,,,,+27 11 7477916,dsfsi_cdc
gp Empilisweni CDC,clinic,,GP,,"7724 Ezindimevini and Johan van der Merwe Streets, Sebokeng Unit 7",-26.5476,27.8735,,,,,dsfsi_cdc
gp Mary Moodley Memorial CDC,clinic,,GP,Ekurhuleni,"732 Khan Crescent, Actonville, Benoni, 1501",-26.2141,28.30066,,,,,dsfsi_cdc
gp Midvaal CDC,clinic,,GP,,"28 Mitchell Road, Meyerton",-26.5573,28.01704,,,,,dsfsi_cdc
gp Ratanda CDC,clinic,,GP,,"2844 Boschoek Street, Ratanda, Heidelberg",-26.5547,28.32676,,,,,dsfsi_cdc
greenhills stadium,clinic,,GP,,"Northway Avenue, Greenhills, Randfontein",,,,,,,dsfsi_vacc
health care,clinic,,GP,,,-25.8749787,29.2097068,,,,,osm
mafatsana thusong hall,clinic,,GP,,12527 Ainsley Street Kagiso 1 Kagiso Krugersdorp,,,,,,,dsfsi_vacc
springs hall,clinic,,GP,Ekurhuleni,1851 Corner Plantation And South Main Road Springs,,,,,,,dsfsi_vacc
westonaria civic center,clinic,,GP,,"Corner Saturn and Neptune street, Westonaria",,,,,,,dsfsi_vacc
Mediclinic Lakeview Day Clinic,day_clinic,Mediclinic,GP,Johannesburg,"36 Galway Rd, Lakeview, Benoni, 1501",-26.159,28.334,,,mediswitch,,curated
Advanced Skin Technology,gp_practice,,GP,,,-25.8229826,28.3126493,,,,,osm
Benoni Medicross,gp_practice,Netcare,GP,Benoni,Kei Road,-26.1622455,28.3054291,,,,,osm
Bromhof Medical Centre,gp_practice,,GP,,,-26.0856983,27.9474563,,,,,osm
De Graaf J Physiotherapy,gp_practice,,GP,,,-25.7471779,28.2421374,,,,,osm
De Huisarts Centre,gp_practice,,GP,Secunda,Charles Cilliers Street,-26.5134634,29.1999683,,,,,osm
De La Harpe Antoinette L,gp_practice,,GP,Pretoria,Elsa Olivier Street,-25.7890508,28.2934225,,,,,osm
Doctor J. Meyer,gp_practice,,GP,,,-26.4991344,28.3636156,,,,,osm
Doctor K. Mokolane,gp_practice,,GP,Pretoria,Arinda Scholtz Street,-25.6538347,28.1015404,,,,+27 12 549 2076,osm
Doctor Ngaka Family Practitioner,gp_practice,Netcare,GP,,James Moroka Avenue,-26.711001,27.0965123,,,,,osm
Doctors,gp_practice,,GP,,Hennie Alberts Street,-26.3258506,28.0979334,,,,,osm
Doctors rooms,gp_practice,,GP,,,-25.8201536,28.1997341,,,,+27 126645817,osm
Dr Ben Viljoen,gp_practice,,GP,Pretoria,Dannhauser Avenue,-25.7405259,28.1350414,,,,+27 12 386 4427,osm
Dr CM Henning,gp_practice,,GP,,,-25.8390141,28.239015,,,,+27 12 662 1124,osm
Dr Dennis KwaMhlanga Whitehouse,gp_practice,,GP,,,-25.4315305,28.7132679,,,,,osm
Dr JG Swart,gp_practice,,GP,Pretoria,Sapper's Contour,-25.7577498,28.2737978,,,,+27 123613776,osm
Dr Jacques Malan Inc.,gp_practice,,GP,Bryanston,Chesham Road,-26.0624558,27.9941908,,,,+27 11 462 7915,osm
Dr Lenyai,gp_practice,,GP,,,-25.5169066,28.0564858,,,,,osm
Dr Mashamba,gp_practice,,GP,,,-25.5229584,28.0999911,,,,,osm
Dr Pierre & Dr Anne Marais,gp_practice,,GP,Edenvale,Dunvegan Avenue,-26.1607345,28.1520367,,,,,osm
Dr Tleane Surgery,gp_practice,,GP,,Siluma Drive,-26.325018,28.183495,,,,,osm
Dr Z Botes,gp_practice,,GP,Benoni,Aerodrome Drive,-26.1643034,28.3124534,,,,,osm
Dr. F. Saloojee,gp_practice,,GP,,,-25.6636617,27.2388464,,,,,osm
Dr. H Jocum,gp_practice,,GP,Pretoria,Herbert Baker Street,-25.7796532,28.2217633,,,,,osm
Dr. Sfiso Mthimunye,gp_practice,,GP,Soshanguve,Dumileko Crescent,-25.5574837,28.095324,,,,,osm
Edmed Medical Practice,gp_practice,,GP,Johannesburg,De Beer Street,-26.1931984,28.03486,,,,+27 113391300,osm
Elsabe,gp_practice,,GP,,Loerie Street,-25.7321373,28.3205256,,,,,osm
Family Practice,gp_practice,,GP,Gqebhera,W.F. Nkomo Street,-25.7469607,28.1829742,,,,+27414504849,osm
Ferndale Medical Centre,gp_practice,,GP,,Oak Avenue,-26.1121611,27.9990729,,,,,osm
Fluerhof Medical Center,gp_practice,,GP,,Oak Road,-26.1925276,27.9096618,,,,,osm
GSMOP - Gerhard Swart Medical Orthotist and Prosthetist,gp_practice,,GP,Pretoria,Lange Street,-25.77459,28.23042,,,,,osm
Golding's Orthopaedic Centre - Pretoria Practice,gp_practice,,GP,Pretoria,Justice Mahomed Street,-25.7589126,28.2084736,,,,+27 12 343 2341,osm
Intercare,gp_practice,,GP,Pretoria,Monument Road,-25.6856958,28.188437,,,,+27 41 583 2121,osm
Intercare Hazeldean,gp_practice,Independent,GP,Pretoria,"Silver Lakes Rd, Hazeldean, 0081",-25.796,28.347,,,healthbridge,,curated
Intercare Irene,gp_practice,Independent,GP,Centurion,"Nellmapius Dr, Irene, 0062",-25.872,28.227,,,healthbridge,,curated
Intercare Menlo Park,gp_practice,Independent,GP,Pretoria,"Cnr Atterbury & Lois Ave, Menlo Park, 0081",-25.78,28.274,,,healthbridge,,curated
Intercare Sandton,gp_practice,Independent,GP,Johannesburg,"Daisy St, Sandown, 2196",-26.089,28.061,600,,healthbridge,,curated
Joynt Jeannette F,gp_practice,,GP,Groenkloof,Engelenburg Street,-25.7737404,28.2193654,,,,,osm
Kaka,gp_practice,,GP,,,-26.0730149,27.9202499,,,,,osm
Kinnear J A,gp_practice,,GP,Pretoria,Haak En Steek Avenue,-25.6866745,28.1994515,,,,,osm
Lotus Optometrists,gp_practice,,GP,Johannesburg,Harrison Street,-26.2053118,28.040351,,,,,osm
Maboa Medicare,gp_practice,,GP,Soshanguve,Block BB,-25.4961948,28.1008065,,,,,osm
Macheni Medical Centre,gp_practice,,GP,,,-25.5148641,28.1053609,,,,,osm
Medical Centre,gp_practice,,GP,,Hans Schoeman Street,-26.092881,27.9793563,,,,,osm
Medicross - Rangeview,gp_practice,Netcare,GP,Krugersdorp,Robert Broom Drive,-26.0931138,27.8268725,,,,,osm
Medicross Roodepoort - Princess Crossing,gp_practice,Netcare,GP,Roodepoort,Ontdekkers Road,-26.1305974,27.8519689,,,,,osm
No 10 Surgery,gp_practice,,GP,,,-25.7404053,28.1730446,,,,,osm
Oakdene Optometrists,gp_practice,,GP,,,-26.2667056,28.0592881,,,,+27 11 436 0335,osm
Rivonia Medical Suites,gp_practice,,GP,,,-26.057982,28.0601064,,,,+27 11 803 9095,osm
Ruth First Medical Centre,gp_practice,,GP,Soshanguve,Ruth First Road,-25.5516543,28.082546,,,,,osm
Serfontein and Associates,gp_practice,,GP,Pretoria,Rossouw Street,-25.7589815,28.3222657,,,,,osm
Sheila Thomas Optometrists,gp_practice,,GP,Benoni,9th Avenue,-26.1708502,28.3286278,,,,,osm
Southdale Medical Centre,gp_practice,,GP,,Alamein Road,-26.2403683,28.0227017,,,,,osm
Spec-Savers,gp_practice,,GP,Benoni,Rickard Street,-26.1478202,28.3425057,,,,,osm
Spreekkamers Surgery,gp_practice,,GP,Rustenburg,Ridder Street,-25.6571331,27.254303,,,,+27 14 596 5998,osm
Sungardens Hospice,gp_practice,,GP,,18 Twig Street,-25.7680265,28.2924383,,,,+27 12 348 1934,osm
Surgery,gp_practice,,GP,Johannesburg,Ntemi Piliso Street,-26.2063688,28.0352749,,,,+27 21 576 1720,osm
Tania Stoltz,gp_practice,,GP,Val de Grace,Loepiet Street,-25.7431972,28.2936604,,,,,osm
Thubakgale Paulinah,gp_practice,,GP,Vaalbank-A,VaalBank-A Mbibane 0449,-25.1535032,28.8549337,,,,,osm
Visual Eyes,gp_practice,,GP,Benoni,Sheridan Road,-26.1626363,28.2958192,,,,,osm
adams_medical_centre,gp_practice,,GP,Pretoria,Galaxy Street,-25.703092,28.3191667,,,,,osm
A Saffey Mine Hospital,hospital,Public,GP,,,-25.6639,27.23578,600,,,,dsfsi_public
Advanced Medgate Day Hospital,hospital,Public,GP,Johannesburg,"Cnr Kingfisher Street and Pheasant Street, Roodepoort",-26.138,27.867123,600,,,,dsfsi_v1
Akeso Arcadia,hospital,Netcare,GP,"Arcadia, Pretoria",Francis Baard Street,-25.7472086,28.2238005,,,,,osm
Alberton Netcare Hospital,hospital,Netcare,GP,,,-26.2741169,28.1277579,,,,,osm
Ali is siek,hospital,,GP,Pretoria,Dirk Van Deventer Drive,-25.6868006,28.2041413,,,,+27 82 820 4217,osm
Anglo Coal Highveld Hospital,hospital,,GP,"Witbank,Emalahleni Local Municipality",Farm Klipfontein 322 J S,-25.9167519,29.1996393,,,,,osm
Anglogold Health Services,hospital,,GP,Carletonville,"Western Deep Levels, Agnew Road",-26.3520243,27.4093857,,,,,osm
Argyle Hospital,hospital,Public,GP,Johannesburg,Smit and Klein Streets,-26.1929,28.0434,600,,,+27 117252222,dsfsi_v1
Arwyp Medical Centre,hospital,Independent,GP,Kempton Park,"Cnr Kempton & Monument Rd, Kempton Park, 1619",-26.105,28.228,200,,mediswitch,+27 11 922 1000,curated
Arwyp Medical Centre and Private Hospital,hospital,,GP,Kempton Park,Pine Avenue,-26.1069295,28.2335287,,,,,osm
Astrid Hospital,hospital,Public,GP,Pretoria,"578 Schoeman Street, Arcadia, Pretoria, 0083",-25.7475,28.209688,600,,,+27 12 427 0000,dsfsi_v1
Baneng Psych Hospital,hospital,Public,GP,,,-26.2011,27.43667,600,,,,dsfsi_v1
Basambilu Med Centre,hospital,Public,GP,Johannesburg,,-26.01,28.19,600,,,,dsfsi_v1
Bertha Gxowa Hospital,hospital,Public,GP,Ekurhuleni,"Cnr Angus and Joubert Streets, Germiston",-26.2197,28.16305,300,,,+27 11 089 8500,dsfsi_v1
Bheki Mlangeni District Hospital,hospital,Public,GP,Johannesburg,"2190 Bolani Road, Jabulani",-26.2478,27.856929,300,,,,dsfsi_v1
Birchmed Surgical Centre,hospital,,GP,Ekurhuleni,,-26.068037,28.219187,21,,,,dsfsi_v1
Botshilu Hospital,hospital,Public,GP,Pretoria,Soshanguve,-25.485,28.127308,600,,,,dsfsi_v1
Bronkhorstspruit Hospital,hospital,Public,GP,Pretoria,"Church Street, Riamar Park, Bronkhorstspruit",-25.8033,28.716892,400,,,,dsfsi_v1
Busamed Modderfontein Hospital,hospital,Busamed,GP,Johannesburg,"Modderfontein Rd, Modderfontein, 1645",-26.093,28.155,158,,mediswitch,,curated
Busamed Modderfontein Private Hospital,hospital,Busamed,GP,Johannesburg,"4 Cransley Crescent, Long Lake, Sandton, 2090",-26.0755,28.130116,600,,,+27 11 458 2000,dsfsi_v1
